generation,mean0x0,mean0x1,mean0x2,mean0x3,mean0x4,mean1x0,mean1x1,mean1x2,mean1x3,mean1x4,mean2x0,mean2x1,mean2x2,mean2x3,mean2x4,mean3x0,mean3x1,mean3x2,mean3x3,mean3x4,mean4x0,mean4x1,mean4x2,mean4x3,mean4x4,varc0x0,varc0x1,varc0x2,varc0x3,varc0x4,varc1x0,varc1x1,varc1x2,varc1x3,varc1x4,varc2x0,varc2x1,varc2x2,varc2x3,varc2x4,varc3x0,varc3x1,varc3x2,varc3x3,varc3x4,varc4x0,varc4x1,varc4x2,varc4x3,varc4x4
20,155.49,53.2366666667,56.94,-41.39,6.94333333333,73.65,125.306666667,24.29,-6.59,-3.98,50.7933333333,23.1233333333,147.833333333,-9.14333333333,9.68666666667,4.90666666667,24.73,13.7766666667,129.746666667,-59.92,18.81,-31.9666666667,-5.80333333333,10.8266666667,133.223333333,7082.59187291,8985.88694537,18714.9328428,6447.92431438,9887.17738016,5359.84698997,5143.35714604,3960.75508361,5791.07214047,6874.53471572,11999.6628317,4224.79075808,6098.08584169,5552.01617614,11513.4466444,7228.04477146,10712.8532776,8701.42487179,6095.97574136,9988.7026087,7804.55575251,9390.02564103,3936.45952062,3537.20731327,4893.68574136
21,165.19,61.0466666667,72.85,-37.16,-0.246666666667,78.9233333333,121.403333333,24.0933333333,-9.67666666667,-3.47,69.6933333333,25.01,142.816666667,-11.9166666667,-11.1166666667,1.95,20.5433333333,8.74666666667,130.036666667,-64.53,24.44,-31.74,-6.94666666667,9.51333333333,134.24,6875.77983278,9026.01788183,19022.4824415,6356.28869565,9976.71487179,4680.90045708,5101.16453735,3714.32570792,5713.43022297,6670.70478261,13817.5578149,4624.03668896,5645.05992196,5019.6886845,13374.7856745,6997.88712375,11780.9245373,7766.73828317,6085.54045708,10029.5542809,8682.77565217,10470.0325084,4162.18443701,4194.49146042,5241.2064214
22,165.663333333,57.1766666667,67.7433333333,-35.72,-4.53,76.29,125.073333333,25.9933333333,-2.86,5.52666666667,78.0366666667,27.8233333333,141.34,-16.3766666667,-22.52,4.28,24.7466666667,12.1566666667,135.123333333,-62.7966666667,20.2333333333,-23.8733333333,-8.39,12.3666666667,138.313333333,6337.36788183,9683.52386845,18418.0710256,5822.63705686,9027.01916388,4754.00591973,4993.20530658,4467.3645039,5372.4619398,7283.74845039,13109.3932999,5032.62754738,4674.63986622,5201.28574136,12754.6584615,7044.36949833,11656.7449721,7870.45363434,6240.25564103,9396.57724638,8998.10590858,10692.3718618,4475.08819398,4172.44704571,5982.04865106
23,165.443333333,51.3,77.03,-35.47,-4.06,72.1266666667,128.393333333,24.9533333333,0.233333333333,3.27666666667,72.77,27.4766666667,143.113333333,-4.86666666667,-14.3333333333,6.24,37.0766666667,5.31333333333,134.1,-68.9133333333,14.0,-17.7666666667,-10.9133333333,11.37,135.37,6499.45831661,9971.23411371,16717.0459197,5745.07936455,9803.03986622,4253.19460424,4219.71768116,4648.1315942,5703.2296544,7631.43156076,12032.605786,4956.96600892,4813.24463768,4931.29988852,12583.8350056,7696.51745819,11900.2315608,7768.71085842,6527.56856187,9215.63794872,9426.33444816,10448.0992196,4105.28343367,4211.29073579,6615.78571906
24,166.816666667,41.9233333333,75.1433333333,-29.0633333333,-7.18666666667,71.71,132.67,24.31,-1.58333333333,-1.03,86.2033333333,25.4,145.623333333,-5.79666666667,-30.7033333333,11.36,44.05,-2.75,136.04,-84.7266666667,13.0933333333,-14.4333333333,-14.0466666667,8.29,136.926666667,6996.17028986,10165.0141695,14606.2101561,5553.20333333,9184.65400223,4318.73501672,4263.9609699,4240.00056856,5456.61176143,7564.43722408,12955.9484838,4702.36120401,4355.05831661,4626.55049052,13290.7645373,7032.34488294,11922.9439799,8661.82692308,6271.69070234,9097.93172798,9225.80396878,10075.4169454,4525.63661093,4390.56110368,6745.02470457
25,167.79,34.05,72.76,-21.4266666667,-2.71,66.0633333333,137.066666667,24.3233333333,-5.77333333333,-4.43,88.7333333333,28.4333333333,142.153333333,-4.27333333333,-30.0533333333,10.39,41.6566666667,0.36,136.15,-83.4433333333,12.6533333333,-18.67,-14.9666666667,8.59333333333,136.53,6041.59789298,10499.5326087,12912.1027425,6232.37253066,8227.71160535,4297.10299889,4053.67447046,3994.79477146,5985.9283835,6776.04525084,12027.7881828,5215.80490524,4067.29413601,4414.25279822,13335.9235674,7074.57983278,11666.0522965,8718.96026756,6613.95401338,9832.26768116,8831.27072464,10030.9375585,4363.32998885,4338.51634337,6217.88204013
26,170.603333333,26.2733333333,66.7966666667,-18.8933333333,-2.93,61.17,141.99,22.1966666667,-0.78,-4.21333333333,82.8166666667,39.1266666667,139.136666667,2.46666666667,-28.39,6.59666666667,42.0466666667,1.55666666667,141.17,-73.1366666667,14.0,-13.85,-15.2966666667,13.0433333333,135.736666667,5672.0461427,11429.0487848,10833.6341026,5722.45681159,7496.85461538,4800.16832776,4314.3577592,4104.4996544,6501.31598662,6812.92423634,12344.2906912,5017.10095875,4288.03142698,4790.55072464,14739.6099331,8001.86687848,11330.1851059,8073.70580825,5977.69341137,9107.9177146,9013.57190635,10370.0543478,4716.65082497,4723.74727982,6231.6461427
27,173.896666667,25.36,68.6633333333,-15.1266666667,1.58333333333,68.9566666667,145.23,23.5466666667,5.03666666667,-4.55666666667,95.92,41.58,138.593333333,-4.83666666667,-34.5233333333,4.76666666667,47.86,-4.62,151.95,-78.3733333333,10.9433333333,-8.09,-10.3533333333,8.30666666667,148.81,4702.86219621,12315.4686288,11174.1638685,6014.65948718,7336.29738016,4409.43289855,4000.31147157,4192.93761427,6620.83811594,6781.57202899,13975.558796,5875.25444816,4551.75380156,5149.95651059,15474.0763768,8196.44704571,9749.19772575,7937.46046823,5650.76337793,8219.2915942,8568.08707915,10345.5871906,4899.77440357,4217.29694537,5541.12431438
28,181.25,22.97,74.3266666667,-10.9566666667,2.61,67.19,137.553333333,23.79,0.526666666667,-9.65,103.08,44.79,135.71,-4.85333333333,-37.0166666667,5.68,46.7133333333,-1.48333333333,148.873333333,-75.4533333333,13.0,-4.49333333333,-1.26333333333,6.01333333333,155.143333333,4526.54264214,13584.9656522,10164.7892531,6608.69042363,5767.84404682,4367.31829431,4746.06069119,4033.24337793,7206.79192865,7222.28846154,13975.2711706,5459.65140468,4450.20658863,5034.8412932,16680.9060758,8111.02100334,9654.55299889,8431.16025641,6366.79326644,8616.12156076,9944.40133779,9871.51500557,5728.58259755,4141.68544036,5909.77537347
29,171.47,20.14,59.08,-0.0233333333333,-12.4066666667,66.5266666667,136.85,23.2,-3.17333333333,-6.91666666667,97.4966666667,45.6533333333,133.293333333,-10.17,-30.7233333333,2.69,46.9766666667,-4.75333333333,154.193333333,-81.8066666667,9.38,5.69,0.0433333333333,10.0033333333,156.016666667,3949.02585284,12982.2746488,8664.62234114,6460.25697882,6406.43607581,4323.58791527,4572.57608696,3689.13043478,7611.66885173,6767.03316611,13973.6889521,5226.66202899,4583.84677815,5497.40578595,16109.4984504,7854.23468227,9299.82219621,8293.39045708,6573.092932,9014.32370123,8581.34675585,7997.06411371,5370.89109253,3830.76587514,6588.37764771
