popsize,genenumber,generationnumber,diversity,viabilityratio0,viabilityratio1,viabilityratio2,viabilityratio3,viabilityratio4,viabilityratioDB0,viabilityratioDB1,viabilityratioDB2,viabilityratioDB3,viabilityratioDB4
300,5,0,0.9966666666666667,0.6333333333333333,0.62,0.6433333333333333,0.6866666666666666,0.72,-0.19608788747193492,-0.20527964818316347,-0.18931952478943642,-0.1611509092627447,-0.14066152087113296
300,5,1,0.9966666666666667,0.72,0.7533333333333333,0.7266666666666667,0.8033333333333333,0.7633333333333333,-0.14066152087113296,-0.12109539752653975,-0.13667713987954408,-0.09330588873923117,-0.1153934187020696
300,5,2,0.9966666666666667,0.8033333333333333,0.7766666666666666,0.7466666666666667,0.8133333333333334,0.8233333333333334,-0.09330588873923117,-0.10790539730951963,-0.12493873660829993,-0.08795517035512997,-0.08266957389344617
300,5,3,0.9966666666666667,0.8366666666666667,0.8133333333333334,0.8166666666666667,0.8133333333333334,0.8533333333333334,-0.07572071393811836,-0.08795517035512997,-0.08618614761628333,-0.08795517035512997,-0.06718813138836789
300,5,4,0.9966666666666667,0.8666666666666667,0.77,0.84,0.87,0.9,-0.06048074738138147,-0.11163326982876277,-0.07400073354384455,-0.058819963399917,-0.044151963845256714
300,5,5,0.9966666666666667,0.88,0.86,0.8666666666666667,0.87,0.92,-0.053875380782854594,-0.06382149063841062,-0.06048074738138147,-0.058819963399917,-0.034641485655213876
300,5,6,0.9966666666666667,0.8966666666666666,0.92,0.88,0.8966666666666666,0.94,-0.045757490560675164,-0.034641485655213876,-0.053875380782854594,-0.045757490560675164,-0.025334819195372237
300,5,7,0.9966666666666667,0.92,0.8833333333333333,0.9266666666666666,0.8966666666666666,0.9366666666666666,-0.034641485655213876,-0.05223961808859547,-0.03151705144606491,-0.045757490560675164,-0.026872146400301365
300,5,8,0.9966666666666667,0.9166666666666666,0.91,0.9366666666666666,0.9166666666666666,0.96,-0.03621217265444476,-0.039370691899274474,-0.026872146400301365,-0.03621217265444476,-0.01622341196311461
300,5,9,0.9966666666666667,0.92,0.9233333333333333,0.9333333333333333,0.9266666666666666,0.97,-0.034641485655213876,-0.033076458801586175,-0.028414934814582554,-0.03151705144606491,-0.011738403271244171
300,5,10,0.9966666666666667,0.9466666666666667,0.9466666666666667,0.92,0.9166666666666666,0.9633333333333334,-0.02227639471115225,-0.02227639471115225,-0.034641485655213876,-0.03621217265444476,-0.014723256820706345
300,5,11,0.9966666666666667,0.96,0.9466666666666667,0.95,0.9166666666666666,0.97,-0.01622341196311461,-0.02227639471115225,-0.020755221590619464,-0.03621217265444476,-0.011738403271244171
300,5,12,0.9966666666666667,0.9533333333333334,0.9333333333333333,0.9466666666666667,0.9433333333333334,0.98,-0.01923935798567011,-0.028414934814582554,-0.02227639471115225,-0.023802914672624763,-0.0072992387414994656
300,5,13,0.9966666666666667,0.93,0.91,0.9533333333333334,0.94,0.98,-0.029963223377443206,-0.039370691899274474,-0.01923935798567011,-0.025334819195372237,-0.0072992387414994656
300,5,14,0.9966666666666667,0.9433333333333334,0.9533333333333334,0.94,0.9366666666666666,0.9566666666666667,-0.023802914672624763,-0.01923935798567011,-0.025334819195372237,-0.026872146400301365,-0.017728766960431602
300,5,15,0.9966666666666667,0.9633333333333334,0.9266666666666666,0.9666666666666667,0.9733333333333334,0.9833333333333333,-0.014723256820706345,-0.03151705144606491,-0.013228265733755159,-0.010253634365552973,-0.005829543660723892
300,5,16,0.9966666666666667,0.9566666666666667,0.9133333333333333,0.95,0.9633333333333334,0.9833333333333333,-0.017728766960431602,-0.0377885608893998,-0.020755221590619464,-0.014723256820706345,-0.005829543660723892
300,5,17,0.9966666666666667,0.94,0.9466666666666667,0.9666666666666667,0.9833333333333333,0.9866666666666667,-0.025334819195372237,-0.02227639471115225,-0.013228265733755159,-0.005829543660723892,-0.004364805402450088
300,5,18,0.9966666666666667,0.9666666666666667,0.9466666666666667,0.98,0.9833333333333333,0.9866666666666667,-0.013228265733755159,-0.02227639471115225,-0.0072992387414994656,-0.005829543660723892,-0.004364805402450088
300,5,19,0.9966666666666667,0.9833333333333333,0.9566666666666667,0.9833333333333333,0.99,0.9933333333333333,-0.005829543660723892,-0.017728766960431602,-0.005829543660723892,-0.002904990643407222,-0.0014500663952328225
300,5,20,0.9966666666666667,0.9766666666666667,0.9666666666666667,0.97,0.99,1.0,-0.00877392430750515,-0.013228265733755159,-0.011738403271244171,-0.002904990643407222,0.0014452408741809529
300,5,21,0.9966666666666667,0.9666666666666667,0.9533333333333334,0.9766666666666667,0.9833333333333333,0.99,-0.013228265733755159,-0.01923935798567011,-0.00877392430750515,-0.005829543660723892,-0.002904990643407222
300,5,22,0.9966666666666667,0.98,0.9833333333333333,0.99,0.99,0.9933333333333333,-0.0072992387414994656,-0.005829543660723892,-0.002904990643407222,-0.002904990643407222,-0.0014500663952328225
