popsize,genenumber,generationnumber,viabilityratio0,viabilityratio1,viabilityratio2,viabilityratio3,viabilityratio4,viabilityratioDB0,viabilityratioDB1,viabilityratioDB2,viabilityratioDB3,viabilityratioDB4
100,5,52,0.94,0.94,0.58,1.0,1.0,-0.02227639471115225,-0.02227639471115225,-0.22914798835785583,0.004321373782642578,0.004321373782642578
100,5,53,0.93,0.93,0.54,1.0,1.0,-0.026872146400301312,-0.026872146400301312,-0.2596373105057561,0.004321373782642578,0.004321373782642578
100,5,54,0.96,0.96,0.6,1.0,1.0,-0.013228265733755159,-0.013228265733755159,-0.21467016498923294,0.004321373782642578,0.004321373782642578
100,5,55,0.89,0.89,0.6,1.0,1.0,-0.045757490560675115,-0.045757490560675115,-0.21467016498923294,0.004321373782642578,0.004321373782642578
100,5,56,0.88,0.88,0.58,1.0,1.0,-0.0506099933550872,-0.0506099933550872,-0.22914798835785583,0.004321373782642578,0.004321373782642578
100,5,57,0.89,0.89,0.62,1.0,1.0,-0.045757490560675115,-0.045757490560675115,-0.20065945054641826,0.004321373782642578,0.004321373782642578
100,5,58,0.89,0.89,0.54,1.0,1.0,-0.045757490560675115,-0.045757490560675115,-0.2596373105057561,0.004321373782642578,0.004321373782642578
100,5,59,0.91,0.91,0.64,1.0,1.0,-0.03621217265444471,-0.03621217265444471,-0.1870866433571444,0.004321373782642578,0.004321373782642578
100,5,60,0.89,0.89,0.67,1.0,1.0,-0.045757490560675115,-0.045757490560675115,-0.16749108729376364,0.004321373782642578,0.004321373782642578
100,5,61,0.87,0.87,0.74,1.0,1.0,-0.05551732784983136,-0.05551732784983136,-0.12493873660829993,0.004321373782642578,0.004321373782642578
100,5,62,0.77,0.77,0.69,1.0,1.0,-0.10790539730951958,-0.10790539730951958,-0.1549019599857432,0.004321373782642578,0.004321373782642578
100,5,63,0.72,0.72,0.62,1.0,1.0,-0.13667713987954408,-0.13667713987954408,-0.20065945054641826,0.004321373782642578,0.004321373782642578
100,5,64,0.75,0.75,0.7,1.0,1.0,-0.11918640771920865,-0.11918640771920865,-0.14874165128092473,0.004321373782642578,0.004321373782642578
100,5,65,0.75,0.75,0.64,1.0,1.0,-0.11918640771920865,-0.11918640771920865,-0.1870866433571444,0.004321373782642578,0.004321373782642578
100,5,66,0.76,0.76,0.71,1.0,1.0,-0.11350927482751812,-0.11350927482751812,-0.14266750356873154,0.004321373782642578,0.004321373782642578
100,5,67,0.77,0.77,0.74,1.0,1.0,-0.10790539730951958,-0.10790539730951958,-0.12493873660829993,0.004321373782642578,0.004321373782642578
100,5,68,0.8,0.8,0.7,1.0,1.0,-0.09151498112135022,-0.09151498112135022,-0.14874165128092473,0.004321373782642578,0.004321373782642578
100,5,69,0.85,0.85,0.73,1.0,1.0,-0.06550154875643228,-0.06550154875643228,-0.1307682802690238,0.004321373782642578,0.004321373782642578
100,5,70,0.91,0.91,0.57,1.0,1.0,-0.03621217265444471,-0.03621217265444471,-0.23657200643706275,0.004321373782642578,0.004321373782642578
100,5,71,0.94,0.94,0.58,1.0,1.0,-0.02227639471115225,-0.02227639471115225,-0.22914798835785583,0.004321373782642578,0.004321373782642578
100,5,72,0.93,0.93,0.56,1.0,1.0,-0.026872146400301312,-0.026872146400301312,-0.24412514432750854,0.004321373782642578,0.004321373782642578
100,5,73,0.92,0.92,0.52,1.0,1.0,-0.031517051446064856,-0.031517051446064856,-0.2757241303992109,0.004321373782642578,0.004321373782642578
100,5,74,0.91,0.91,0.48,1.0,1.0,-0.03621217265444471,-0.03621217265444471,-0.3098039199714863,0.004321373782642578,0.004321373782642578
100,5,75,0.86,0.86,0.53,1.0,1.0,-0.06048074738138147,-0.06048074738138147,-0.26760624017703144,0.004321373782642578,0.004321373782642578
100,5,76,0.81,0.81,0.48,1.0,1.0,-0.08618614761628327,-0.08618614761628327,-0.3098039199714863,0.004321373782642578,0.004321373782642578
100,5,77,0.84,0.84,0.53,1.0,1.0,-0.07058107428570727,-0.07058107428570727,-0.26760624017703144,0.004321373782642578,0.004321373782642578
100,5,78,0.87,0.87,0.5,1.0,1.0,-0.05551732784983136,-0.05551732784983136,-0.2924298239020636,0.004321373782642578,0.004321373782642578
100,5,79,0.88,0.88,0.42,1.0,1.0,-0.0506099933550872,-0.0506099933550872,-0.36653154442041347,0.004321373782642578,0.004321373782642578
100,5,80,0.77,0.77,0.51,1.0,1.0,-0.10790539730951958,-0.10790539730951958,-0.2839966563652008,0.004321373782642578,0.004321373782642578
100,5,81,0.84,0.84,0.52,1.0,1.0,-0.07058107428570727,-0.07058107428570727,-0.2757241303992109,0.004321373782642578,0.004321373782642578
100,5,82,0.77,0.77,0.59,1.0,1.0,-0.10790539730951958,-0.10790539730951958,-0.22184874961635637,0.004321373782642578,0.004321373782642578
100,5,83,0.76,0.76,0.61,1.0,1.0,-0.11350927482751812,-0.11350927482751812,-0.2076083105017461,0.004321373782642578,0.004321373782642578
100,5,84,0.75,0.75,0.61,1.0,1.0,-0.11918640771920865,-0.11918640771920865,-0.2076083105017461,0.004321373782642578,0.004321373782642578
100,5,85,0.78,0.78,0.55,1.0,1.0,-0.10237290870955855,-0.10237290870955855,-0.25181197299379954,0.004321373782642578,0.004321373782642578
100,5,86,0.77,0.77,0.47,1.0,1.0,-0.10790539730951958,-0.10790539730951958,-0.3187587626244128,0.004321373782642578,0.004321373782642578
100,5,87,0.71,0.71,0.46,1.0,1.0,-0.14266750356873154,-0.14266750356873154,-0.3279021420642825,0.004321373782642578,0.004321373782642578
100,5,88,0.69,0.69,0.45,1.0,1.0,-0.1549019599857432,-0.1549019599857432,-0.33724216831842585,0.004321373782642578,0.004321373782642578
100,5,89,0.72,0.72,0.4,1.0,1.0,-0.13667713987954408,-0.13667713987954408,-0.38721614328026444,0.004321373782642578,0.004321373782642578
100,5,90,0.77,0.77,0.4,1.0,1.0,-0.10790539730951958,-0.10790539730951958,-0.38721614328026444,0.004321373782642578,0.004321373782642578
100,5,91,0.78,0.78,0.47,1.0,1.0,-0.10237290870955855,-0.10237290870955855,-0.3187587626244128,0.004321373782642578,0.004321373782642578
100,5,92,0.77,0.77,0.42,1.0,1.0,-0.10790539730951958,-0.10790539730951958,-0.36653154442041347,0.004321373782642578,0.004321373782642578
100,5,93,0.83,0.83,0.4,1.0,1.0,-0.07572071393811836,-0.07572071393811836,-0.38721614328026444,0.004321373782642578,0.004321373782642578
100,5,94,0.86,0.86,0.4,1.0,1.0,-0.06048074738138147,-0.06048074738138147,-0.38721614328026444,0.004321373782642578,0.004321373782642578
100,5,95,0.83,0.83,0.43,1.0,1.0,-0.07572071393811836,-0.07572071393811836,-0.3565473235138125,0.004321373782642578,0.004321373782642578
100,5,96,0.9,0.9,0.41,1.0,1.0,-0.040958607678906384,-0.040958607678906384,-0.3767507096020995,0.004321373782642578,0.004321373782642578
100,5,97,0.86,0.86,0.45,1.0,1.0,-0.06048074738138147,-0.06048074738138147,-0.33724216831842585,0.004321373782642578,0.004321373782642578
100,5,98,0.87,0.87,0.47,1.0,1.0,-0.05551732784983136,-0.05551732784983136,-0.3187587626244128,0.004321373782642578,0.004321373782642578
100,5,99,0.92,0.92,0.57,1.0,1.0,-0.031517051446064856,-0.031517051446064856,-0.23657200643706275,0.004321373782642578,0.004321373782642578
100,5,100,0.88,0.88,0.58,1.0,1.0,-0.0506099933550872,-0.0506099933550872,-0.22914798835785583,0.004321373782642578,0.004321373782642578
100,5,101,0.9,0.9,0.54,1.0,1.0,-0.040958607678906384,-0.040958607678906384,-0.2596373105057561,0.004321373782642578,0.004321373782642578
100,5,102,0.92,0.92,0.48,1.0,1.0,-0.031517051446064856,-0.031517051446064856,-0.3098039199714863,0.004321373782642578,0.004321373782642578
100,5,103,0.92,0.92,0.47,1.0,1.0,-0.031517051446064856,-0.031517051446064856,-0.3187587626244128,0.004321373782642578,0.004321373782642578
100,5,104,0.92,0.92,0.46,1.0,1.0,-0.031517051446064856,-0.031517051446064856,-0.3279021420642825,0.004321373782642578,0.004321373782642578
100,5,105,0.88,0.88,0.49,1.0,1.0,-0.0506099933550872,-0.0506099933550872,-0.30102999566398114,0.004321373782642578,0.004321373782642578
100,5,106,0.89,0.89,0.48,1.0,1.0,-0.045757490560675115,-0.045757490560675115,-0.3098039199714863,0.004321373782642578,0.004321373782642578
100,5,107,0.84,0.84,0.46,1.0,1.0,-0.07058107428570727,-0.07058107428570727,-0.3279021420642825,0.004321373782642578,0.004321373782642578
100,5,108,0.82,0.82,0.41,1.0,1.0,-0.0809219076239261,-0.0809219076239261,-0.3767507096020995,0.004321373782642578,0.004321373782642578
100,5,109,0.9,0.9,0.44,1.0,1.0,-0.040958607678906384,-0.040958607678906384,-0.34678748622465627,0.004321373782642578,0.004321373782642578
100,5,110,0.9,0.9,0.43,1.0,1.0,-0.040958607678906384,-0.040958607678906384,-0.3565473235138125,0.004321373782642578,0.004321373782642578
100,5,111,0.9,0.9,0.47,1.0,1.0,-0.040958607678906384,-0.040958607678906384,-0.3187587626244128,0.004321373782642578,0.004321373782642578
100,5,112,0.93,0.93,0.46,1.0,1.0,-0.026872146400301312,-0.026872146400301312,-0.3279021420642825,0.004321373782642578,0.004321373782642578
100,5,113,0.92,0.92,0.54,1.0,1.0,-0.031517051446064856,-0.031517051446064856,-0.2596373105057561,0.004321373782642578,0.004321373782642578
100,5,114,0.92,0.92,0.48,1.0,1.0,-0.031517051446064856,-0.031517051446064856,-0.3098039199714863,0.004321373782642578,0.004321373782642578
100,5,115,0.93,0.93,0.42,1.0,1.0,-0.026872146400301312,-0.026872146400301312,-0.36653154442041347,0.004321373782642578,0.004321373782642578
100,5,116,0.94,0.94,0.46,1.0,1.0,-0.02227639471115225,-0.02227639471115225,-0.3279021420642825,0.004321373782642578,0.004321373782642578
100,5,117,0.96,0.96,0.41,1.0,1.0,-0.013228265733755159,-0.013228265733755159,-0.3767507096020995,0.004321373782642578,0.004321373782642578
100,5,118,0.98,0.98,0.44,1.0,1.0,-0.004364805402450088,-0.004364805402450088,-0.34678748622465627,0.004321373782642578,0.004321373782642578
100,5,119,0.94,0.94,0.44,1.0,1.0,-0.02227639471115225,-0.02227639471115225,-0.34678748622465627,0.004321373782642578,0.004321373782642578
100,5,120,0.9,0.9,0.45,1.0,1.0,-0.040958607678906384,-0.040958607678906384,-0.33724216831842585,0.004321373782642578,0.004321373782642578
100,5,121,0.92,0.92,0.49,1.0,1.0,-0.031517051446064856,-0.031517051446064856,-0.30102999566398114,0.004321373782642578,0.004321373782642578
100,5,122,0.91,0.91,0.49,1.0,1.0,-0.03621217265444471,-0.03621217265444471,-0.30102999566398114,0.004321373782642578,0.004321373782642578
100,5,123,0.89,0.89,0.5,1.0,1.0,-0.045757490560675115,-0.045757490560675115,-0.2924298239020636,0.004321373782642578,0.004321373782642578
100,5,124,0.9,0.9,0.51,1.0,1.0,-0.040958607678906384,-0.040958607678906384,-0.2839966563652008,0.004321373782642578,0.004321373782642578
100,5,125,0.86,0.86,0.54,1.0,1.0,-0.06048074738138147,-0.06048074738138147,-0.2596373105057561,0.004321373782642578,0.004321373782642578
100,5,126,0.89,0.89,0.53,1.0,1.0,-0.045757490560675115,-0.045757490560675115,-0.26760624017703144,0.004321373782642578,0.004321373782642578
100,5,127,0.91,0.91,0.52,1.0,1.0,-0.03621217265444471,-0.03621217265444471,-0.2757241303992109,0.004321373782642578,0.004321373782642578
100,5,128,0.86,0.86,0.48,1.0,1.0,-0.06048074738138147,-0.06048074738138147,-0.3098039199714863,0.004321373782642578,0.004321373782642578
100,5,129,0.85,0.85,0.5,1.0,1.0,-0.06550154875643228,-0.06550154875643228,-0.2924298239020636,0.004321373782642578,0.004321373782642578
100,5,130,0.83,0.83,0.56,1.0,1.0,-0.07572071393811836,-0.07572071393811836,-0.24412514432750854,0.004321373782642578,0.004321373782642578
100,5,131,0.84,0.84,0.59,1.0,1.0,-0.07058107428570727,-0.07058107428570727,-0.22184874961635637,0.004321373782642578,0.004321373782642578
100,5,132,0.82,0.82,0.57,1.0,1.0,-0.0809219076239261,-0.0809219076239261,-0.23657200643706275,0.004321373782642578,0.004321373782642578
100,5,133,0.82,0.82,0.66,1.0,1.0,-0.0809219076239261,-0.0809219076239261,-0.17392519729917352,0.004321373782642578,0.004321373782642578
100,5,134,0.75,0.75,0.64,1.0,1.0,-0.11918640771920865,-0.11918640771920865,-0.1870866433571444,0.004321373782642578,0.004321373782642578
100,5,135,0.76,0.76,0.56,1.0,1.0,-0.11350927482751812,-0.11350927482751812,-0.24412514432750854,0.004321373782642578,0.004321373782642578
100,5,136,0.78,0.78,0.63,1.0,1.0,-0.10237290870955855,-0.10237290870955855,-0.19382002601611278,0.004321373782642578,0.004321373782642578
100,5,137,0.75,0.75,0.58,1.0,1.0,-0.11918640771920865,-0.11918640771920865,-0.22914798835785583,0.004321373782642578,0.004321373782642578
100,5,138,0.74,0.74,0.61,1.0,1.0,-0.12493873660829993,-0.12493873660829993,-0.2076083105017461,0.004321373782642578,0.004321373782642578
100,5,139,0.79,0.78,0.56,1.0,1.0,-0.09691001300805638,-0.10237290870955855,-0.24412514432750854,0.004321373782642578,0.004321373782642578
100,5,140,0.71,0.71,0.58,1.0,1.0,-0.14266750356873154,-0.14266750356873154,-0.22914798835785583,0.004321373782642578,0.004321373782642578
100,5,141,0.67,0.67,0.52,1.0,1.0,-0.16749108729376364,-0.16749108729376364,-0.2757241303992109,0.004321373782642578,0.004321373782642578
100,5,142,0.68,0.68,0.57,1.0,1.0,-0.16115090926274464,-0.16115090926274464,-0.23657200643706275,0.004321373782642578,0.004321373782642578
100,5,143,0.69,0.69,0.51,1.0,1.0,-0.1549019599857432,-0.1549019599857432,-0.2839966563652008,0.004321373782642578,0.004321373782642578
100,5,144,0.73,0.73,0.47,1.0,1.0,-0.1307682802690238,-0.1307682802690238,-0.3187587626244128,0.004321373782642578,0.004321373782642578
100,5,145,0.71,0.71,0.42,1.0,1.0,-0.14266750356873154,-0.14266750356873154,-0.36653154442041347,0.004321373782642578,0.004321373782642578
100,5,146,0.63,0.63,0.45,1.0,1.0,-0.19382002601611278,-0.19382002601611278,-0.33724216831842585,0.004321373782642578,0.004321373782642578
100,5,147,0.6,0.6,0.5,1.0,1.0,-0.21467016498923294,-0.21467016498923294,-0.2924298239020636,0.004321373782642578,0.004321373782642578
100,5,148,0.61,0.61,0.51,1.0,1.0,-0.2076083105017461,-0.2076083105017461,-0.2839966563652008,0.004321373782642578,0.004321373782642578
100,5,149,0.67,0.67,0.56,1.0,1.0,-0.16749108729376364,-0.16749108729376364,-0.24412514432750854,0.004321373782642578,0.004321373782642578
100,5,150,0.64,0.64,0.59,1.0,1.0,-0.1870866433571444,-0.1870866433571444,-0.22184874961635637,0.004321373782642578,0.004321373782642578
100,5,151,0.67,0.67,0.58,1.0,1.0,-0.16749108729376364,-0.16749108729376364,-0.22914798835785583,0.004321373782642578,0.004321373782642578
100,5,152,0.73,0.73,0.54,1.0,1.0,-0.1307682802690238,-0.1307682802690238,-0.2596373105057561,0.004321373782642578,0.004321373782642578
100,5,153,0.73,0.73,0.51,1.0,1.0,-0.1307682802690238,-0.1307682802690238,-0.2839966563652008,0.004321373782642578,0.004321373782642578
100,5,154,0.75,0.75,0.5,1.0,1.0,-0.11918640771920865,-0.11918640771920865,-0.2924298239020636,0.004321373782642578,0.004321373782642578
100,5,155,0.75,0.75,0.46,1.0,1.0,-0.11918640771920865,-0.11918640771920865,-0.3279021420642825,0.004321373782642578,0.004321373782642578
100,5,156,0.66,0.66,0.48,1.0,1.0,-0.17392519729917352,-0.17392519729917352,-0.3098039199714863,0.004321373782642578,0.004321373782642578
100,5,157,0.7,0.7,0.51,1.0,1.0,-0.14874165128092473,-0.14874165128092473,-0.2839966563652008,0.004321373782642578,0.004321373782642578
100,5,158,0.69,0.69,0.53,1.0,1.0,-0.1549019599857432,-0.1549019599857432,-0.26760624017703144,0.004321373782642578,0.004321373782642578
100,5,159,0.61,0.62,0.54,1.0,1.0,-0.2076083105017461,-0.20065945054641826,-0.2596373105057561,0.004321373782642578,0.004321373782642578
100,5,160,0.62,0.64,0.55,1.0,1.0,-0.20065945054641826,-0.1870866433571444,-0.25181197299379954,0.004321373782642578,0.004321373782642578
100,5,161,0.55,0.55,0.56,1.0,1.0,-0.25181197299379954,-0.25181197299379954,-0.24412514432750854,0.004321373782642578,0.004321373782642578
100,5,162,0.59,0.59,0.55,1.0,1.0,-0.22184874961635637,-0.22184874961635637,-0.25181197299379954,0.004321373782642578,0.004321373782642578
100,5,163,0.61,0.61,0.51,1.0,1.0,-0.2076083105017461,-0.2076083105017461,-0.2839966563652008,0.004321373782642578,0.004321373782642578
100,5,164,0.61,0.61,0.47,1.0,1.0,-0.2076083105017461,-0.2076083105017461,-0.3187587626244128,0.004321373782642578,0.004321373782642578
100,5,165,0.63,0.63,0.46,1.0,1.0,-0.19382002601611278,-0.19382002601611278,-0.3279021420642825,0.004321373782642578,0.004321373782642578
100,5,166,0.69,0.69,0.48,1.0,1.0,-0.1549019599857432,-0.1549019599857432,-0.3098039199714863,0.004321373782642578,0.004321373782642578
100,5,167,0.63,0.63,0.57,1.0,1.0,-0.19382002601611278,-0.19382002601611278,-0.23657200643706275,0.004321373782642578,0.004321373782642578
100,5,168,0.59,0.59,0.62,1.0,1.0,-0.22184874961635637,-0.22184874961635637,-0.20065945054641826,0.004321373782642578,0.004321373782642578
100,5,169,0.66,0.66,0.6,1.0,1.0,-0.17392519729917352,-0.17392519729917352,-0.21467016498923294,0.004321373782642578,0.004321373782642578
100,5,170,0.7,0.7,0.64,1.0,1.0,-0.14874165128092473,-0.14874165128092473,-0.1870866433571444,0.004321373782642578,0.004321373782642578
100,5,171,0.66,0.66,0.65,1.0,1.0,-0.17392519729917352,-0.17392519729917352,-0.18045606445813128,0.004321373782642578,0.004321373782642578
100,5,172,0.65,0.65,0.67,1.0,1.0,-0.18045606445813128,-0.18045606445813128,-0.16749108729376364,0.004321373782642578,0.004321373782642578
100,5,173,0.6,0.6,0.71,1.0,1.0,-0.21467016498923294,-0.21467016498923294,-0.14266750356873154,0.004321373782642578,0.004321373782642578
100,5,174,0.54,0.54,0.74,1.0,1.0,-0.2596373105057561,-0.2596373105057561,-0.12493873660829993,0.004321373782642578,0.004321373782642578
100,5,175,0.58,0.58,0.73,1.0,1.0,-0.22914798835785583,-0.22914798835785583,-0.1307682802690238,0.004321373782642578,0.004321373782642578
100,5,176,0.63,0.63,0.79,1.0,1.0,-0.19382002601611278,-0.19382002601611278,-0.09691001300805638,0.004321373782642578,0.004321373782642578
100,5,177,0.66,0.66,0.84,1.0,1.0,-0.17392519729917352,-0.17392519729917352,-0.07058107428570727,0.004321373782642578,0.004321373782642578
100,5,178,0.7,0.7,0.81,1.0,1.0,-0.14874165128092473,-0.14874165128092473,-0.08618614761628327,0.004321373782642578,0.004321373782642578
100,5,179,0.65,0.65,0.78,1.0,1.0,-0.18045606445813128,-0.18045606445813128,-0.10237290870955855,0.004321373782642578,0.004321373782642578
100,5,180,0.62,0.62,0.82,1.0,1.0,-0.20065945054641826,-0.20065945054641826,-0.0809219076239261,0.004321373782642578,0.004321373782642578
100,5,181,0.64,0.64,0.79,1.0,1.0,-0.1870866433571444,-0.1870866433571444,-0.09691001300805638,0.004321373782642578,0.004321373782642578
100,5,182,0.73,0.73,0.8,1.0,1.0,-0.1307682802690238,-0.1307682802690238,-0.09151498112135022,0.004321373782642578,0.004321373782642578
100,5,183,0.81,0.81,0.81,1.0,1.0,-0.08618614761628327,-0.08618614761628327,-0.08618614761628327,0.004321373782642578,0.004321373782642578
100,5,184,0.68,0.68,0.77,1.0,1.0,-0.16115090926274464,-0.16115090926274464,-0.10790539730951958,0.004321373782642578,0.004321373782642578
