popsize,genenumber,generationnumber,diversity,viabilityratio0,viabilityratio1,viabilityratio2,viabilityratio3,viabilityratio4,viabilityratioDB0,viabilityratioDB1,viabilityratioDB2,viabilityratioDB3,viabilityratioDB4
300,5,0,1.0,0.71,0.6766666666666666,0.6666666666666666,0.67,0.6133333333333333,-0.14670748137047163,-0.16749108729376372,-0.1739251972991736,-0.17176988527303866,-0.20994952631664868
300,5,1,1.0,0.7633333333333333,0.7266666666666667,0.73,0.76,0.6966666666666667,-0.1153934187020696,-0.13667713987954408,-0.13469857389745624,-0.11728577237977446,-0.1549019599857432
300,5,2,1.0,0.7566666666666667,0.7866666666666666,0.76,0.7766666666666666,0.7533333333333333,-0.11918640771920865,-0.1023729087095586,-0.11728577237977446,-0.10790539730951963,-0.12109539752653975
300,5,3,1.0,0.8566666666666667,0.78,0.7433333333333333,0.8066666666666666,0.81,-0.06550154875643228,-0.10605339244792615,-0.12687323638549966,-0.09151498112135027,-0.089731428380933
300,5,4,1.0,0.88,0.7733333333333333,0.79,0.82,0.8233333333333334,-0.053875380782854594,-0.10976533369364347,-0.10054429766315048,-0.08442430145999674,-0.08266957389344617
300,5,5,1.0,0.9066666666666666,0.85,0.7966666666666666,0.8633333333333333,0.85,-0.04095860767890643,-0.0688812894078129,-0.09691001300805645,-0.06214790674884451,-0.0688812894078129
300,5,6,1.0,0.91,0.8533333333333334,0.8233333333333334,0.8766666666666667,0.8566666666666667,-0.039370691899274474,-0.06718813138836789,-0.08266957389344617,-0.05551732784983136,-0.06550154875643228
300,5,7,1.0,0.9366666666666666,0.8966666666666666,0.8566666666666667,0.8766666666666667,0.86,-0.026872146400301365,-0.045757490560675164,-0.06550154875643228,-0.05551732784983136,-0.06382149063841062
300,5,8,1.0,0.91,0.9166666666666666,0.8566666666666667,0.88,0.8666666666666667,-0.039370691899274474,-0.03621217265444476,-0.06550154875643228,-0.053875380782854594,-0.06048074738138147
300,5,9,1.0,0.9433333333333334,0.88,0.87,0.8866666666666667,0.8766666666666667,-0.023802914672624763,-0.053875380782854594,-0.058819963399917,-0.0506099933550872,-0.05551732784983136
300,5,10,1.0,0.9533333333333334,0.9166666666666666,0.8933333333333333,0.8833333333333333,0.88,-0.01923935798567011,-0.03621217265444476,-0.04736897471725448,-0.05223961808859547,-0.053875380782854594
300,5,11,1.0,0.9333333333333333,0.8966666666666666,0.8466666666666667,0.88,0.8866666666666667,-0.028414934814582554,-0.045757490560675164,-0.07058107428570727,-0.053875380782854594,-0.0506099933550872
300,5,12,1.0,0.9533333333333334,0.9133333333333333,0.8666666666666667,0.89,0.89,-0.01923935798567011,-0.0377885608893998,-0.06048074738138147,-0.04898646069087362,-0.04898646069087362
300,5,13,1.0,0.9466666666666667,0.92,0.82,0.8633333333333333,0.9066666666666666,-0.02227639471115225,-0.034641485655213876,-0.08442430145999674,-0.06214790674884451,-0.04095860767890643
300,5,14,1.0,0.9566666666666667,0.9366666666666666,0.89,0.8866666666666667,0.9366666666666666,-0.017728766960431602,-0.026872146400301365,-0.04898646069087362,-0.0506099933550872,-0.026872146400301365
300,5,15,1.0,0.96,0.92,0.8733333333333333,0.8966666666666666,0.9233333333333333,-0.01622341196311461,-0.034641485655213876,-0.05716550622990459,-0.045757490560675164,-0.033076458801586175
300,5,16,1.0,0.96,0.9433333333333334,0.8966666666666666,0.88,0.92,-0.01622341196311461,-0.023802914672624763,-0.045757490560675164,-0.053875380782854594,-0.034641485655213876
300,5,17,1.0,0.9666666666666667,0.93,0.9066666666666666,0.9166666666666666,0.92,-0.013228265733755159,-0.029963223377443206,-0.04095860767890643,-0.03621217265444476,-0.034641485655213876
300,5,18,1.0,0.9733333333333334,0.9566666666666667,0.8966666666666666,0.91,0.9366666666666666,-0.010253634365552973,-0.017728766960431602,-0.045757490560675164,-0.039370691899274474,-0.026872146400301365
300,5,19,1.0,0.9733333333333334,0.95,0.9233333333333333,0.91,0.94,-0.010253634365552973,-0.020755221590619464,-0.033076458801586175,-0.039370691899274474,-0.025334819195372237
300,5,20,1.0,0.9666666666666667,0.9433333333333334,0.9066666666666666,0.9366666666666666,0.9333333333333333,-0.013228265733755159,-0.023802914672624763,-0.04095860767890643,-0.026872146400301365,-0.028414934814582554
300,5,21,1.0,0.9533333333333334,0.9433333333333334,0.8933333333333333,0.9433333333333334,0.9533333333333334,-0.01923935798567011,-0.023802914672624763,-0.04736897471725448,-0.023802914672624763,-0.01923935798567011
300,5,22,1.0,0.9633333333333334,0.95,0.9166666666666666,0.92,0.9466666666666667,-0.014723256820706345,-0.020755221590619464,-0.03621217265444476,-0.034641485655213876,-0.02227639471115225
300,5,23,1.0,0.96,0.94,0.9366666666666666,0.9166666666666666,0.9566666666666667,-0.01622341196311461,-0.025334819195372237,-0.026872146400301365,-0.03621217265444476,-0.017728766960431602
300,5,24,1.0,0.9666666666666667,0.9466666666666667,0.9233333333333333,0.91,0.96,-0.013228265733755159,-0.02227639471115225,-0.033076458801586175,-0.039370691899274474,-0.01622341196311461
300,5,25,1.0,0.96,0.9466666666666667,0.94,0.9,0.9566666666666667,-0.01622341196311461,-0.02227639471115225,-0.025334819195372237,-0.044151963845256714,-0.017728766960431602
300,5,26,1.0,0.9866666666666667,0.9733333333333334,0.9666666666666667,0.9133333333333333,0.9566666666666667,-0.004364805402450088,-0.010253634365552973,-0.013228265733755159,-0.0377885608893998,-0.017728766960431602
300,5,27,1.0,0.9833333333333333,0.9633333333333334,0.9533333333333334,0.9433333333333334,0.97,-0.005829543660723892,-0.014723256820706345,-0.01923935798567011,-0.023802914672624763,-0.011738403271244171
300,5,28,1.0,0.9766666666666667,0.9733333333333334,0.9333333333333333,0.93,0.9633333333333334,-0.00877392430750515,-0.010253634365552973,-0.028414934814582554,-0.029963223377443206,-0.014723256820706345
300,5,29,1.0,0.9833333333333333,0.9733333333333334,0.9533333333333334,0.9266666666666666,0.9666666666666667,-0.005829543660723892,-0.010253634365552973,-0.01923935798567011,-0.03151705144606491,-0.013228265733755159
