popsize,genenumber,generationnumber,viabilityratio0,viabilityratio1,viabilityratio2,viabilityratio3,viabilityratio4
100,5,0,-0.14874165128092473,-0.16115090926274464,-0.2076083105017461,-0.1549019599857432,-0.16115090926274464
100,5,1,-0.10237290870955855,-0.0809219076239261,-0.16115090926274464,-0.0809219076239261,-0.10237290870955855
100,5,2,-0.09691001300805638,-0.09151498112135022,-0.14874165128092473,-0.08618614761628327,-0.14266750356873154
100,5,3,-0.10790539730951958,-0.07058107428570727,-0.12493873660829993,-0.09151498112135022,-0.0809219076239261
100,5,4,-0.1307682802690238,-0.045757490560675115,-0.14266750356873154,-0.07572071393811836,-0.07058107428570727
100,5,5,-0.10237290870955855,-0.045757490560675115,-0.11350927482751812,-0.07058107428570727,-0.09151498112135022
100,5,6,-0.07572071393811836,-0.040958607678906384,-0.10237290870955855,-0.08618614761628327,-0.08618614761628327
100,5,7,-0.0809219076239261,-0.026872146400301312,-0.0809219076239261,-0.06550154875643228,-0.06550154875643228
100,5,8,-0.0809219076239261,-0.02227639471115225,-0.10790539730951958,-0.06550154875643228,-0.045757490560675115
100,5,9,-0.0809219076239261,-0.013228265733755159,-0.07058107428570727,-0.03621217265444471,-0.05551732784983136
100,5,10,-0.05551732784983136,-0.013228265733755159,-0.031517051446064856,-0.02227639471115225,-0.013228265733755159
100,5,11,-0.040958607678906384,-0.017728766960431602,-0.02227639471115225,-0.03621217265444471,-0.040958607678906384
100,5,12,-0.0506099933550872,-0.02227639471115225,-0.017728766960431602,-0.02227639471115225,-0.045757490560675115
100,5,13,-0.031517051446064856,-0.013228265733755159,-0.040958607678906384,-0.02227639471115225,-0.07058107428570727
100,5,14,-0.017728766960431602,-0.00877392430750515,-0.045757490560675115,-0.026872146400301312,-0.0506099933550872
100,5,15,-0.040958607678906384,-0.02227639471115225,-0.031517051446064856,-0.013228265733755159,-0.031517051446064856
100,5,16,-0.03621217265444471,-0.017728766960431602,-0.02227639471115225,-0.013228265733755159,-0.045757490560675115
100,5,17,-0.017728766960431602,-0.026872146400301312,-0.026872146400301312,-0.00877392430750515,-0.02227639471115225
100,5,18,-0.017728766960431602,-0.03621217265444471,-0.02227639471115225,-0.017728766960431602,-0.00877392430750515
100,5,19,-0.017728766960431602,-0.02227639471115225,-0.017728766960431602,-0.017728766960431602,-0.013228265733755159
100,5,20,-0.026872146400301312,-0.013228265733755159,-0.02227639471115225,-0.017728766960431602,-0.02227639471115225
100,5,21,-0.026872146400301312,-0.004364805402450088,-0.004364805402450088,-0.02227639471115225,-0.013228265733755159
100,5,22,-0.017728766960431602,-0.004364805402450088,-0.00877392430750515,-0.040958607678906384,-0.017728766960431602
100,5,23,-0.013228265733755159,-0.02227639471115225,-0.031517051446064856,-0.00877392430750515,-0.00877392430750515
100,5,24,-0.013228265733755159,-0.004364805402450088,-0.02227639471115225,-0.004364805402450088,-0.026872146400301312
100,5,25,-0.00877392430750515,-0.013228265733755159,-0.02227639471115225,0.004321373782642578,-0.017728766960431602
100,5,26,-0.00877392430750515,-0.031517051446064856,-0.040958607678906384,-0.013228265733755159,-0.031517051446064856
100,5,27,-0.004364805402450088,-0.013228265733755159,-0.017728766960431602,-0.004364805402450088,-0.026872146400301312
100,5,28,-0.02227639471115225,-0.013228265733755159,-0.045757490560675115,-0.004364805402450088,-0.013228265733755159
100,5,29,-0.017728766960431602,-0.026872146400301312,-0.031517051446064856,-0.00877392430750515,-0.040958607678906384
100,5,30,-0.013228265733755159,-0.017728766960431602,-0.031517051446064856,-0.013228265733755159,-0.013228265733755159
100,5,31,-0.031517051446064856,-0.00877392430750515,-0.026872146400301312,-0.00877392430750515,-0.031517051446064856
100,5,32,-0.004364805402450088,-0.004364805402450088,-0.017728766960431602,-0.004364805402450088,-0.00877392430750515
100,5,33,-0.00877392430750515,-0.004364805402450088,-0.02227639471115225,-0.004364805402450088,-0.031517051446064856
100,5,34,-0.017728766960431602,-0.00877392430750515,-0.026872146400301312,0.0,-0.013228265733755159
100,5,35,0.0,0.0,-0.00877392430750515,0.0,-0.004364805402450088
100,5,36,-0.00877392430750515,-0.004364805402450088,-0.026872146400301312,0.004321373782642578,-0.02227639471115225
100,5,37,0.0,0.0,-0.00877392430750515,-0.00877392430750515,-0.00877392430750515
100,5,38,-0.00877392430750515,0.004321373782642578,-0.031517051446064856,-0.00877392430750515,0.0
100,5,39,-0.00877392430750515,0.004321373782642578,-0.026872146400301312,-0.013228265733755159,-0.004364805402450088
100,5,40,-0.00877392430750515,-0.004364805402450088,-0.017728766960431602,-0.004364805402450088,-0.004364805402450088
100,5,41,0.0,-0.013228265733755159,-0.017728766960431602,-0.00877392430750515,-0.004364805402450088
100,5,42,-0.00877392430750515,0.004321373782642578,-0.02227639471115225,0.004321373782642578,0.0
100,5,43,0.0,-0.004364805402450088,-0.013228265733755159,0.004321373782642578,0.004321373782642578
100,5,44,0.004321373782642578,-0.017728766960431602,0.0,0.004321373782642578,0.004321373782642578
100,5,45,-0.004364805402450088,-0.013228265733755159,-0.026872146400301312,0.0,0.0
100,5,46,0.004321373782642578,-0.017728766960431602,-0.004364805402450088,-0.004364805402450088,0.004321373782642578
100,5,47,-0.00877392430750515,-0.004364805402450088,-0.004364805402450088,-0.004364805402450088,0.004321373782642578
100,5,48,0.004321373782642578,-0.013228265733755159,0.0,0.0,0.0
