popsize,genenumber,generationnumber,viabilityratio0,viabilityratio1,viabilityratio2,viabilityratio3,viabilityratio4,viabilityratioDB0,viabilityratioDB1,viabilityratioDB2,viabilityratioDB3,viabilityratioDB4
100,5,85,0.96,1.0,0.96,0.88,1.0,-0.013228265733755159,0.004321373782642578,-0.013228265733755159,-0.0506099933550872,0.004321373782642578
100,5,86,0.95,1.0,0.96,0.88,1.0,-0.017728766960431602,0.004321373782642578,-0.013228265733755159,-0.0506099933550872,0.004321373782642578
100,5,87,0.96,1.0,0.97,0.89,1.0,-0.013228265733755159,0.004321373782642578,-0.00877392430750515,-0.045757490560675115,0.004321373782642578
100,5,88,0.93,1.0,0.99,0.86,1.0,-0.026872146400301312,0.004321373782642578,0.0,-0.06048074738138147,0.004321373782642578
100,5,89,0.91,1.0,0.99,0.85,1.0,-0.03621217265444471,0.004321373782642578,0.0,-0.06550154875643228,0.004321373782642578
100,5,90,0.87,1.0,0.99,0.79,1.0,-0.05551732784983136,0.004321373782642578,0.0,-0.09691001300805638,0.004321373782642578
100,5,91,0.91,1.0,0.97,0.78,1.0,-0.03621217265444471,0.004321373782642578,-0.00877392430750515,-0.10237290870955855,0.004321373782642578
100,5,92,0.9,1.0,0.97,0.74,1.0,-0.040958607678906384,0.004321373782642578,-0.00877392430750515,-0.12493873660829993,0.004321373782642578
100,5,93,0.86,1.0,0.97,0.77,1.0,-0.06048074738138147,0.004321373782642578,-0.00877392430750515,-0.10790539730951958,0.004321373782642578
100,5,94,0.85,1.0,0.96,0.74,1.0,-0.06550154875643228,0.004321373782642578,-0.013228265733755159,-0.12493873660829993,0.004321373782642578
100,5,95,0.88,1.0,0.99,0.74,1.0,-0.0506099933550872,0.004321373782642578,0.0,-0.12493873660829993,0.004321373782642578
100,5,96,0.87,1.0,0.98,0.75,1.0,-0.05551732784983136,0.004321373782642578,-0.004364805402450088,-0.11918640771920865,0.004321373782642578
100,5,97,0.79,1.0,0.95,0.66,1.0,-0.09691001300805638,0.004321373782642578,-0.017728766960431602,-0.17392519729917352,0.004321373782642578
100,5,98,0.77,1.0,1.0,0.66,1.0,-0.10790539730951958,0.004321373782642578,0.004321373782642578,-0.17392519729917352,0.004321373782642578
100,5,99,0.78,1.0,1.0,0.66,1.0,-0.10237290870955855,0.004321373782642578,0.004321373782642578,-0.17392519729917352,0.004321373782642578
100,5,100,0.83,1.0,1.0,0.74,1.0,-0.07572071393811836,0.004321373782642578,0.004321373782642578,-0.12493873660829993,0.004321373782642578
100,5,101,0.82,1.0,0.98,0.7,1.0,-0.0809219076239261,0.004321373782642578,-0.004364805402450088,-0.14874165128092473,0.004321373782642578
100,5,102,0.81,1.0,0.97,0.66,1.0,-0.08618614761628327,0.004321373782642578,-0.00877392430750515,-0.17392519729917352,0.004321373782642578
100,5,103,0.81,1.0,1.0,0.6,1.0,-0.08618614761628327,0.004321373782642578,0.004321373782642578,-0.21467016498923294,0.004321373782642578
100,5,104,0.82,1.0,0.99,0.66,1.0,-0.0809219076239261,0.004321373782642578,0.0,-0.17392519729917352,0.004321373782642578
100,5,105,0.8,1.0,0.98,0.69,1.0,-0.09151498112135022,0.004321373782642578,-0.004364805402450088,-0.1549019599857432,0.004321373782642578
100,5,106,0.82,1.0,0.98,0.66,1.0,-0.0809219076239261,0.004321373782642578,-0.004364805402450088,-0.17392519729917352,0.004321373782642578
100,5,107,0.83,1.0,0.98,0.66,1.0,-0.07572071393811836,0.004321373782642578,-0.004364805402450088,-0.17392519729917352,0.004321373782642578
100,5,108,0.84,1.0,0.99,0.7,1.0,-0.07058107428570727,0.004321373782642578,0.0,-0.14874165128092473,0.004321373782642578
100,5,109,0.86,1.0,1.0,0.79,1.0,-0.06048074738138147,0.004321373782642578,0.004321373782642578,-0.09691001300805638,0.004321373782642578
100,5,110,0.83,1.0,1.0,0.73,1.0,-0.07572071393811836,0.004321373782642578,0.004321373782642578,-0.1307682802690238,0.004321373782642578
100,5,111,0.85,1.0,1.0,0.82,1.0,-0.06550154875643228,0.004321373782642578,0.004321373782642578,-0.0809219076239261,0.004321373782642578
100,5,112,0.8,1.0,1.0,0.75,1.0,-0.09151498112135022,0.004321373782642578,0.004321373782642578,-0.11918640771920865,0.004321373782642578
100,5,113,0.75,1.0,1.0,0.72,1.0,-0.11918640771920865,0.004321373782642578,0.004321373782642578,-0.13667713987954408,0.004321373782642578
100,5,114,0.82,1.0,1.0,0.81,1.0,-0.0809219076239261,0.004321373782642578,0.004321373782642578,-0.08618614761628327,0.004321373782642578
100,5,115,0.8,1.0,1.0,0.79,1.0,-0.09151498112135022,0.004321373782642578,0.004321373782642578,-0.09691001300805638,0.004321373782642578
100,5,116,0.79,1.0,1.0,0.78,1.0,-0.09691001300805638,0.004321373782642578,0.004321373782642578,-0.10237290870955855,0.004321373782642578
100,5,117,0.81,1.0,1.0,0.8,1.0,-0.08618614761628327,0.004321373782642578,0.004321373782642578,-0.09151498112135022,0.004321373782642578
100,5,118,0.82,1.0,1.0,0.8,1.0,-0.0809219076239261,0.004321373782642578,0.004321373782642578,-0.09151498112135022,0.004321373782642578
100,5,119,0.81,1.0,1.0,0.8,1.0,-0.08618614761628327,0.004321373782642578,0.004321373782642578,-0.09151498112135022,0.004321373782642578
100,5,120,0.78,1.0,1.0,0.78,1.0,-0.10237290870955855,0.004321373782642578,0.004321373782642578,-0.10237290870955855,0.004321373782642578
100,5,121,0.84,1.0,1.0,0.84,1.0,-0.07058107428570727,0.004321373782642578,0.004321373782642578,-0.07058107428570727,0.004321373782642578
100,5,122,0.81,1.0,1.0,0.81,1.0,-0.08618614761628327,0.004321373782642578,0.004321373782642578,-0.08618614761628327,0.004321373782642578
100,5,123,0.88,1.0,1.0,0.88,1.0,-0.0506099933550872,0.004321373782642578,0.004321373782642578,-0.0506099933550872,0.004321373782642578
100,5,124,0.91,1.0,1.0,0.9,1.0,-0.03621217265444471,0.004321373782642578,0.004321373782642578,-0.040958607678906384,0.004321373782642578
100,5,125,0.92,1.0,1.0,0.92,1.0,-0.031517051446064856,0.004321373782642578,0.004321373782642578,-0.031517051446064856,0.004321373782642578
100,5,126,0.9,1.0,1.0,0.9,1.0,-0.040958607678906384,0.004321373782642578,0.004321373782642578,-0.040958607678906384,0.004321373782642578
100,5,127,0.92,1.0,1.0,0.91,1.0,-0.031517051446064856,0.004321373782642578,0.004321373782642578,-0.03621217265444471,0.004321373782642578
100,5,128,0.92,1.0,1.0,0.92,1.0,-0.031517051446064856,0.004321373782642578,0.004321373782642578,-0.031517051446064856,0.004321373782642578
100,5,129,0.95,1.0,1.0,0.95,1.0,-0.017728766960431602,0.004321373782642578,0.004321373782642578,-0.017728766960431602,0.004321373782642578
100,5,130,0.95,1.0,1.0,0.95,1.0,-0.017728766960431602,0.004321373782642578,0.004321373782642578,-0.017728766960431602,0.004321373782642578
100,5,131,0.97,1.0,1.0,0.97,1.0,-0.00877392430750515,0.004321373782642578,0.004321373782642578,-0.00877392430750515,0.004321373782642578
100,5,132,0.94,1.0,1.0,0.94,1.0,-0.02227639471115225,0.004321373782642578,0.004321373782642578,-0.02227639471115225,0.004321373782642578
100,5,133,0.95,1.0,1.0,0.95,1.0,-0.017728766960431602,0.004321373782642578,0.004321373782642578,-0.017728766960431602,0.004321373782642578
100,5,134,0.95,1.0,1.0,0.95,1.0,-0.017728766960431602,0.004321373782642578,0.004321373782642578,-0.017728766960431602,0.004321373782642578
100,5,135,0.96,1.0,1.0,0.96,1.0,-0.013228265733755159,0.004321373782642578,0.004321373782642578,-0.013228265733755159,0.004321373782642578
100,5,136,0.95,1.0,1.0,0.95,1.0,-0.017728766960431602,0.004321373782642578,0.004321373782642578,-0.017728766960431602,0.004321373782642578
100,5,137,0.95,1.0,1.0,0.95,1.0,-0.017728766960431602,0.004321373782642578,0.004321373782642578,-0.017728766960431602,0.004321373782642578
100,5,138,0.97,1.0,1.0,0.97,1.0,-0.00877392430750515,0.004321373782642578,0.004321373782642578,-0.00877392430750515,0.004321373782642578
100,5,139,0.96,1.0,1.0,0.96,1.0,-0.013228265733755159,0.004321373782642578,0.004321373782642578,-0.013228265733755159,0.004321373782642578
100,5,140,0.98,1.0,1.0,0.98,1.0,-0.004364805402450088,0.004321373782642578,0.004321373782642578,-0.004364805402450088,0.004321373782642578
100,5,141,0.98,1.0,1.0,0.98,1.0,-0.004364805402450088,0.004321373782642578,0.004321373782642578,-0.004364805402450088,0.004321373782642578
100,5,142,0.94,1.0,1.0,0.94,1.0,-0.02227639471115225,0.004321373782642578,0.004321373782642578,-0.02227639471115225,0.004321373782642578
100,5,143,0.97,1.0,1.0,0.97,1.0,-0.00877392430750515,0.004321373782642578,0.004321373782642578,-0.00877392430750515,0.004321373782642578
100,5,144,0.99,1.0,1.0,0.99,1.0,0.0,0.004321373782642578,0.004321373782642578,0.0,0.004321373782642578
100,5,145,0.98,1.0,1.0,0.98,1.0,-0.004364805402450088,0.004321373782642578,0.004321373782642578,-0.004364805402450088,0.004321373782642578
100,5,146,0.95,1.0,1.0,0.95,1.0,-0.017728766960431602,0.004321373782642578,0.004321373782642578,-0.017728766960431602,0.004321373782642578
100,5,147,0.95,1.0,1.0,0.95,1.0,-0.017728766960431602,0.004321373782642578,0.004321373782642578,-0.017728766960431602,0.004321373782642578
100,5,148,0.96,1.0,1.0,0.96,1.0,-0.013228265733755159,0.004321373782642578,0.004321373782642578,-0.013228265733755159,0.004321373782642578
100,5,149,0.95,1.0,1.0,0.95,1.0,-0.017728766960431602,0.004321373782642578,0.004321373782642578,-0.017728766960431602,0.004321373782642578
100,5,150,0.9,1.0,1.0,0.9,1.0,-0.040958607678906384,0.004321373782642578,0.004321373782642578,-0.040958607678906384,0.004321373782642578
100,5,151,0.88,1.0,1.0,0.88,1.0,-0.0506099933550872,0.004321373782642578,0.004321373782642578,-0.0506099933550872,0.004321373782642578
100,5,152,0.9,1.0,1.0,0.9,1.0,-0.040958607678906384,0.004321373782642578,0.004321373782642578,-0.040958607678906384,0.004321373782642578
100,5,153,0.91,1.0,1.0,0.91,1.0,-0.03621217265444471,0.004321373782642578,0.004321373782642578,-0.03621217265444471,0.004321373782642578
100,5,154,0.95,1.0,1.0,0.95,1.0,-0.017728766960431602,0.004321373782642578,0.004321373782642578,-0.017728766960431602,0.004321373782642578
100,5,155,0.95,1.0,1.0,0.95,1.0,-0.017728766960431602,0.004321373782642578,0.004321373782642578,-0.017728766960431602,0.004321373782642578
100,5,156,0.98,1.0,1.0,0.98,1.0,-0.004364805402450088,0.004321373782642578,0.004321373782642578,-0.004364805402450088,0.004321373782642578
100,5,157,0.98,1.0,1.0,0.98,1.0,-0.004364805402450088,0.004321373782642578,0.004321373782642578,-0.004364805402450088,0.004321373782642578
100,5,158,0.97,1.0,1.0,0.97,1.0,-0.00877392430750515,0.004321373782642578,0.004321373782642578,-0.00877392430750515,0.004321373782642578
100,5,159,0.96,1.0,1.0,0.96,1.0,-0.013228265733755159,0.004321373782642578,0.004321373782642578,-0.013228265733755159,0.004321373782642578
100,5,160,0.97,1.0,1.0,0.97,1.0,-0.00877392430750515,0.004321373782642578,0.004321373782642578,-0.00877392430750515,0.004321373782642578
100,5,161,0.95,1.0,1.0,0.95,1.0,-0.017728766960431602,0.004321373782642578,0.004321373782642578,-0.017728766960431602,0.004321373782642578
100,5,162,0.96,1.0,1.0,0.96,1.0,-0.013228265733755159,0.004321373782642578,0.004321373782642578,-0.013228265733755159,0.004321373782642578
100,5,163,0.99,1.0,1.0,0.99,1.0,0.0,0.004321373782642578,0.004321373782642578,0.0,0.004321373782642578
100,5,164,0.97,1.0,1.0,0.97,1.0,-0.00877392430750515,0.004321373782642578,0.004321373782642578,-0.00877392430750515,0.004321373782642578
100,5,165,0.98,1.0,1.0,0.98,1.0,-0.004364805402450088,0.004321373782642578,0.004321373782642578,-0.004364805402450088,0.004321373782642578
100,5,166,0.95,1.0,1.0,0.95,1.0,-0.017728766960431602,0.004321373782642578,0.004321373782642578,-0.017728766960431602,0.004321373782642578
100,5,167,0.97,1.0,1.0,0.97,1.0,-0.00877392430750515,0.004321373782642578,0.004321373782642578,-0.00877392430750515,0.004321373782642578
100,5,168,0.93,1.0,1.0,0.93,1.0,-0.026872146400301312,0.004321373782642578,0.004321373782642578,-0.026872146400301312,0.004321373782642578
100,5,169,0.94,1.0,1.0,0.94,1.0,-0.02227639471115225,0.004321373782642578,0.004321373782642578,-0.02227639471115225,0.004321373782642578
100,5,170,0.91,1.0,1.0,0.91,1.0,-0.03621217265444471,0.004321373782642578,0.004321373782642578,-0.03621217265444471,0.004321373782642578
100,5,171,0.95,1.0,1.0,0.95,1.0,-0.017728766960431602,0.004321373782642578,0.004321373782642578,-0.017728766960431602,0.004321373782642578
100,5,172,0.92,1.0,1.0,0.92,1.0,-0.031517051446064856,0.004321373782642578,0.004321373782642578,-0.031517051446064856,0.004321373782642578
100,5,173,0.91,1.0,1.0,0.91,1.0,-0.03621217265444471,0.004321373782642578,0.004321373782642578,-0.03621217265444471,0.004321373782642578
100,5,174,0.9,1.0,1.0,0.9,1.0,-0.040958607678906384,0.004321373782642578,0.004321373782642578,-0.040958607678906384,0.004321373782642578
100,5,175,0.95,1.0,1.0,0.95,1.0,-0.017728766960431602,0.004321373782642578,0.004321373782642578,-0.017728766960431602,0.004321373782642578
100,5,176,0.94,1.0,1.0,0.94,1.0,-0.02227639471115225,0.004321373782642578,0.004321373782642578,-0.02227639471115225,0.004321373782642578
100,5,177,0.96,1.0,1.0,0.96,1.0,-0.013228265733755159,0.004321373782642578,0.004321373782642578,-0.013228265733755159,0.004321373782642578
100,5,178,0.98,1.0,1.0,0.98,1.0,-0.004364805402450088,0.004321373782642578,0.004321373782642578,-0.004364805402450088,0.004321373782642578
100,5,179,0.99,1.0,1.0,0.99,1.0,0.0,0.004321373782642578,0.004321373782642578,0.0,0.004321373782642578
100,5,180,1.0,1.0,1.0,1.0,1.0,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578
100,5,181,1.0,1.0,1.0,1.0,1.0,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578
100,5,182,1.0,1.0,1.0,1.0,1.0,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578
100,5,183,1.0,1.0,1.0,1.0,1.0,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578
100,5,184,1.0,1.0,1.0,1.0,1.0,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578
100,5,185,1.0,1.0,1.0,1.0,1.0,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578
100,5,186,1.0,1.0,1.0,1.0,1.0,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578
100,5,187,1.0,1.0,1.0,1.0,1.0,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578
100,5,188,1.0,1.0,1.0,1.0,1.0,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.004321373782642578
